3.054820000000000000e+05,1.270723265000000026e+02
2.908940000000000000e+05,1.210041093907038743e+02
1.525500000000000000e+05,6.345671236791365288e+01
1.522310000000000000e+05,6.332401691563332236e+01
1.521750000000000000e+05,6.330072241617345696e+01
1.519880000000000000e+05,6.322293542690567847e+01
1.510780000000000000e+05,6.284439981068278769e+01
1.509820000000000000e+05,6.280446638303730111e+01
1.506400000000000000e+05,6.266220354705023254e+01
1.510280000000000000e+05,6.282360115045076299e+01
1.505210000000000000e+05,6.261270273569801503e+01
1.511480000000000000e+05,6.287351793500762653e+01
1.504990000000000000e+05,6.260355132519591592e+01
1.530220000000000000e+05,6.365305172050398852e+01
1.533460000000000000e+05,6.378782703880752081e+01
1.531390000000000000e+05,6.370172058544694238e+01
1.535970000000000000e+05,6.389223631317230456e+01
1.532410000000000000e+05,6.374414985232026964e+01
1.536330000000000000e+05,6.390721134853936292e+01
1.532740000000000000e+05,6.375787696807341121e+01
1.536690000000000000e+05,6.392218638390641416e+01
1.536030000000000000e+05,6.389473215240013815e+01
1.532780000000000000e+05,6.375954086089197403e+01
1.533990000000000000e+05,6.380987361865346941e+01
1.535880000000000000e+05,6.388849255433053287e+01
1.534680000000000000e+05,6.383857576977366932e+01
1.535040000000000000e+05,6.385355080514072057e+01
1.535690000000000000e+05,6.388058906344237187e+01
1.536490000000000000e+05,6.391386691981360713e+01
1.536010000000000000e+05,6.389390020599086739e+01
1.534960000000000000e+05,6.385022301950360202e+01
1.539370000000000000e+05,6.403366720275008106e+01
1.538020000000000000e+05,6.397751082012361223e+01
1.537930000000000000e+05,6.397376706128184765e+01
1.540760000000000000e+05,6.409148747819511982e+01
1.539610000000000000e+05,6.404365055966145803e+01
1.539870000000000000e+05,6.405446586298209866e+01
1.541200000000000000e+05,6.410979029919930383e+01
1.541990000000000000e+05,6.414265218236589305e+01
1.540100000000000000e+05,6.406403324668885091e+01
1.539270000000000000e+05,6.402950747070367754e+01
1.548430000000000000e+05,6.441053892615440191e+01
1.547600000000000000e+05,6.437601315016924275e+01
1.549480000000000000e+05,6.445421611264166017e+01
1.545210000000000000e+05,6.427659555426015459e+01
1.548860000000000000e+05,6.442842577395394699e+01
1.545740000000000000e+05,6.429864213410610319e+01
1.546740000000000000e+05,6.434023945457015259e+01
1.545660000000000000e+05,6.429531434846897753e+01
1.548830000000000000e+05,6.442717785434003019e+01
1.547830000000000000e+05,6.438558053387598079e+01
1.546880000000000000e+05,6.434606307943512604e+01
1.551260000000000000e+05,6.452825934306767408e+01
1.547870000000000000e+05,6.438724442669453651e+01
1.550160000000000000e+05,6.448250229055722116e+01
1.551970000000000000e+05,6.455779344059715186e+01
1.553530000000000000e+05,6.462268526052108086e+01
1.554000000000000000e+05,6.464223600113918167e+01
1.550700000000000000e+05,6.450496484360780869e+01
1.551230000000000000e+05,6.452701142345375729e+01
1.553210000000000000e+05,6.460937411797257823e+01
1.552050000000000000e+05,6.456112122623427751e+01
1.549890000000000000e+05,6.447127101403192739e+01
1.551480000000000000e+05,6.453741075356975898e+01
1.551110000000000000e+05,6.452201974499806170e+01
1.549770000000000000e+05,6.446627933557623180e+01
1.548650000000000000e+05,6.441969033665650102e+01
1.551470000000000000e+05,6.453699478036513426e+01
1.551480000000000000e+05,6.453741075356975898e+01
1.551070000000000000e+05,6.452035585217950597e+01
1.552290000000000000e+05,6.457110458314565449e+01
1.548980000000000000e+05,6.443341745240964258e+01
1.552510000000000000e+05,6.458025599364773939e+01
1.549150000000000000e+05,6.444048899688851861e+01
1.550310000000000000e+05,6.448874188862683354e+01
1.552300000000000000e+05,6.457152055635029342e+01
1.553610000000000000e+05,6.462601304615819231e+01
1.551100000000000000e+05,6.452160377179343698e+01
1.550890000000000000e+05,6.451286833449597680e+01
1.550740000000000000e+05,6.450662873642637862e+01
1.554500000000000000e+05,6.466303466137121347e+01
1.552030000000000000e+05,6.456028927982499965e+01
1.553400000000000000e+05,6.461727760886074634e+01
1.551570000000000000e+05,6.454115451241153778e+01
1.553670000000000000e+05,6.462850888538605432e+01
1.556050000000000000e+05,6.472751050809050355e+01
1.549490000000000000e+05,6.445463208584629911e+01
1.552500000000000000e+05,6.457984002044310046e+01
1.555310000000000000e+05,6.469672849094709477e+01
1.555670000000000000e+05,6.471170352631415312e+01
1.555970000000000000e+05,6.472418272245337789e+01
1.553370000000000000e+05,6.461602968924682955e+01
1.552900000000000000e+05,6.459647894862872874e+01
1.559090000000000000e+05,6.485396636230120748e+01
1.551370000000000000e+05,6.453283504831871653e+01
1.556890000000000000e+05,6.476245225728030164e+01
1.555460000000000000e+05,6.470296808901670715e+01
1.552400000000000000e+05,6.457568028839669694e+01
1.554950000000000000e+05,6.468175345558003642e+01
1.558140000000000000e+05,6.481444890786036694e+01
1.557030000000000000e+05,6.476827588214527509e+01
1.556380000000000000e+05,6.474123762384363090e+01
1.561570000000000000e+05,6.495712771705207444e+01
1.561840000000000000e+05,6.496835899357736821e+01
1.556420000000000000e+05,6.474290151666220083e+01
