6.307300000000000000e+04,1.270723265000000026e+02
6.259900000000000000e+04,1.261173650622849749e+02
6.286500000000000000e+04,1.266532716918887616e+02
6.271700000000000000e+04,1.263550980784250015e+02
6.293800000000000000e+04,1.268003438120431809e+02
6.290900000000000000e+04,1.267419179012969153e+02
6.306000000000000000e+04,1.270461355744930501e+02
6.312600000000000000e+04,1.271791048886052806e+02
6.324600000000000000e+04,1.274208672779002285e+02
6.316600000000000000e+04,1.272596923517035918e+02
6.336800000000000000e+04,1.276666590403500834e+02
6.335100000000000000e+04,1.276324093685333025e+02
6.349700000000000000e+04,1.279265536088421413e+02
6.330900000000000000e+04,1.275477925322800701e+02
6.351200000000000000e+04,1.279567739075040009e+02
6.360700000000000000e+04,1.281481691323624830e+02
6.368200000000000000e+04,1.282992706256718520e+02
6.376500000000000000e+04,1.284664896116008492e+02
6.388300000000000000e+04,1.287042226277408759e+02
6.406400000000000000e+04,1.290688808982607441e+02
6.399300000000000000e+04,1.289258381512612459e+02
6.397300000000000000e+04,1.288855444197120903e+02
6.450400000000000000e+04,1.299553429923421959e+02
6.461500000000000000e+04,1.301789732024400337e+02
6.466100000000000000e+04,1.302716487850030944e+02
6.479000000000000000e+04,1.305315433534951808e+02
6.480000000000000000e+04,1.305516902192697444e+02
6.472800000000000000e+04,1.304066327856927785e+02
6.489400000000000000e+04,1.307410707575507729e+02
6.490700000000000000e+04,1.307672616830577397e+02
6.480900000000000000e+04,1.305698223984668402e+02
6.493200000000000000e+04,1.308176288474941771e+02
6.511700000000000000e+04,1.311903458643238594e+02
6.501400000000000000e+04,1.309828331468457066e+02
6.508000000000000000e+04,1.311158024609579229e+02
6.496900000000000000e+04,1.308921722508601135e+02
6.454700000000000000e+04,1.300419745151728819e+02
6.457200000000000000e+04,1.300923416796093477e+02
6.462600000000000000e+04,1.302011347547920650e+02
6.454300000000000000e+04,1.300339157688630678e+02
6.467400000000000000e+04,1.302978397105100612e+02
6.472500000000000000e+04,1.304005887259604037e+02
6.487400000000000000e+04,1.307007770260016173e+02
6.518500000000000000e+04,1.313273445515910112e+02
6.522700000000000000e+04,1.314119613878442578e+02
6.524500000000000000e+04,1.314482257462384780e+02
6.500700000000000000e+04,1.309687303408035177e+02
6.508100000000000000e+04,1.311178171475354191e+02
6.510700000000000000e+04,1.311701989985492958e+02
6.504800000000000000e+04,1.310513324904792967e+02
6.520800000000000000e+04,1.313736823428725415e+02
6.528100000000000000e+04,1.315207544630269751e+02
6.531100000000000000e+04,1.315811950603506943e+02
6.538100000000000000e+04,1.317222231207727532e+02
6.544400000000000000e+04,1.318491483751525948e+02
6.521700000000000000e+04,1.313918145220696658e+02
6.566900000000000000e+04,1.323024528550806167e+02
6.573100000000000000e+04,1.324273634228830190e+02
6.558300000000000000e+04,1.321291898094192447e+02
6.540100000000000000e+04,1.317625168523219088e+02
6.556300000000000000e+04,1.320888960778700891e+02
6.567500000000000000e+04,1.323145409745453662e+02
6.575000000000000000e+04,1.324656424678547069e+02
6.582900000000000000e+04,1.326248027074738900e+02
6.636300000000000000e+04,1.337006453398363988e+02
6.647500000000000000e+04,1.339262902365116759e+02
6.665900000000000000e+04,1.342969925667638904e+02
6.672500000000000000e+04,1.344299618808761352e+02
6.697600000000000000e+04,1.349356482118180622e+02
6.698200000000000000e+04,1.349477363312828118e+02
6.585500000000000000e+04,1.326771845584877667e+02
6.654200000000000000e+04,1.340612742372013315e+02
6.688300000000000000e+04,1.347482823601144730e+02
6.695300000000000000e+04,1.348893104205365319e+02
6.702800000000000000e+04,1.350404119138458725e+02
6.710400000000000000e+04,1.351935280937326809e+02
6.707200000000000000e+04,1.351290581232539978e+02
6.712900000000000000e+04,1.352438952581690899e+02
6.726500000000000000e+04,1.355178926327033651e+02
6.735800000000000000e+04,1.357052584844069543e+02
6.749100000000000000e+04,1.359732117992088547e+02
6.770500000000000000e+04,1.364043547267848169e+02
1.111310000000000000e+05,2.238941340394701456e+02
6.768500000000000000e+04,1.363640609952356613e+02
6.741700000000000000e+04,1.358241249924769534e+02
1.108800000000000000e+05,2.233884477085282185e+02
6.781400000000000000e+04,1.366239555637277476e+02
6.784300000000000000e+04,1.366823814744740275e+02
1.112180000000000000e+05,2.240694117717089568e+02
6.799200000000000000e+04,1.369825697745152411e+02
6.780600000000000000e+04,1.366078380711080911e+02
6.803400000000000000e+04,1.370671866107684878e+02
6.796300000000000000e+04,1.369241438637689612e+02
6.810000000000000000e+04,1.372001559248807041e+02
0.000000000000000000e+00,0.000000000000000000e+00
